year,country,city,gender,rank,name,nation,round,time,forfeit
2017,chn,nanjing,men,12,Georgy Artamonov ,RUS,qualifications,,
2017,chn,nanjing,men,13,Stanislav Kokorin,RUS,qualifications,,
2017,chn,nanjing,men,14,Kostiantyn Pavlenko,UKR,qualifications,,
2017,chn,nanjing,men,15,Alessandro Santoni,ITA,qualifications,,
2017,chn,nanjing,men,16,Marcin Dzienski,POL,qualifications,,
2017,chn,nanjing,men,17,JinXin Li,CHN,qualifications,,
2017,chn,nanjing,men,18,Amir Maimuratov,KAZ,qualifications,,
2017,chn,nanjing,men,19,FengQi WANG,CHN,qualifications,,
2017,chn,nanjing,men,20,PengHui LIN,CHN,qualifications,,
2017,chn,nanjing,men,21,Yongsu Lee,KOR,qualifications,,
2017,chn,nanjing,men,22,ZhiXuan CHEN,CHN,qualifications,,
2017,chn,nanjing,men,23,DiChong Huang,CHN,qualifications,,
2017,chn,nanjing,men,24,Alimzhan Myrzabekov,KAZ,qualifications,,
2017,chn,nanjing,men,25,YuFei Pan,CHN,qualifications,,
2017,chn,nanjing,men,26,Alexey Molchanov,KAZ,qualifications,,
2017,chn,nanjing,men,27,Artyom Devyaterikov,KAZ,qualifications,,
2017,chn,nanjing,men,28,Andrey Yurin,KAZ,qualifications,,
2017,chn,nanjing,men,29,Alexey Panfilov,KAZ,qualifications,,
2017,chn,nanjing,men,30,ShuangXi Mo,CHN,qualifications,,
2017,chn,nanjing,men,31,Sungbo Seo,KOR,qualifications,,
2017,chn,nanjing,men,32,Sean McColl,CAN,qualifications,,
2017,chn,nanjing,men,33,Chi-fung AU,HKG,qualifications,,
2017,chn,nanjing,men,34,Javier Cano Blazquez,ESP,qualifications,,
2017,chn,nanjing,men,35,Sergio Verdasco Urizal,ESP,qualifications,,
2017,chn,nanjing,men,36,Sergio Pastor Martínez,ESP,qualifications,,
2017,chn,nanjing,men,37,Pol Roca Lopez,ESP,qualifications,,
2017,chn,nanjing,men,38,Jonatan Flor Vazquez,ESP,qualifications,,
2017,chn,nanjing,men,39,Jabee Kim,KOR,qualifications,,
2017,chn,nanjing,men,40,Elan JonasMcRae,CAN,qualifications,,
2017,sui,villars,men,1,Reza Alipourshenazandifar,IRI,qualifications,5.780,
2017,sui,villars,men,2,Stanislav Kokorin,RUS,qualifications,6.080,
2017,sui,villars,men,3,Vladislav Deulin,RUS,qualifications,6.000,
2017,sui,villars,men,4,Ludovico Fossali,ITA,qualifications,6.120,
2017,sui,villars,men,5,Marcin Dzienski,POL,qualifications,6.030,
2017,sui,villars,men,6,Sergei Luzhetskii,RUS,qualifications,6.580,
2017,sui,villars,men,7,Leonardo Gontero,ITA,qualifications,6.350,
2017,sui,villars,men,8,Georgy Artamonov ,RUS,qualifications,6.110,
2017,sui,villars,men,9,Guillaume Moro,FRA,qualifications,6.420,
2017,sui,villars,men,10,Yulianto Abudzar,INA,qualifications,6.500,
2017,sui,villars,men,11,Gian Luca Zodda,ITA,qualifications,6.460,
2017,sui,villars,men,12,Tonny Mamiri,INA,qualifications,6.520,
2017,sui,villars,men,13,Aleksandr Shikov,RUS,qualifications,6.110,
2017,sui,villars,men,14,Libor Hroza,CZE,qualifications,5.720,
2017,sui,villars,men,15,Dmitrii Timofeev,RUS,qualifications,6.260,
2017,sui,villars,men,16,Pangeran Septo Wibowo Siburian,INA,qualifications,6.480,
2017,sui,villars,men,17,Alessandro Santoni,ITA,qualifications,6.680,
2017,sui,villars,men,18,Syabbuddin Syabbuddin,INA,qualifications,6.840,
2017,sui,villars,men,19,Arsenii Bogomolov,RUS,qualifications,6.910,
2017,sui,villars,men,20,Rafal Halasa,POL,qualifications,6.990,
2017,sui,villars,men,21,Alessandro Cingari,ITA,qualifications,7.190,
2017,sui,villars,men,22,Cristian Dorigatti,ITA,qualifications,7.200,
2017,sui,villars,men,23,Ihor Tiapkin,UKR,qualifications,7.270,
2017,sui,villars,men,24,Seungwoon Cho,KOR,qualifications,7.300,
2017,sui,villars,men,25,Jungju Kim,KOR,qualifications,7.510,
2017,sui,villars,men,26,Tomasz Sordyl,POL,qualifications,7.990,
2017,sui,villars,men,27,Lukas Knapp,AUT,qualifications,8.030,
2017,sui,villars,men,28,Chi-fung AU,HKG,qualifications,8.210,
2017,sui,villars,men,29,Jan Hojer,GER,qualifications,8.560,
2017,sui,villars,men,30,Mateusz Zaremba,POL,qualifications,8.590,
2017,sui,villars,men,31,Cheung-chi Shoji Chan,HKG,qualifications,8.600,
2017,sui,villars,men,32,Javier Cano Blazquez,ESP,qualifications,8.630,
2017,sui,villars,men,33,David Firnenburg,GER,qualifications,8.800,
2017,sui,villars,men,34,Ruben Firnenburg,GER,qualifications,9.560,
2017,sui,villars,men,35,Jonatan Flor Vazquez,ESP,qualifications,9.850,
2017,sui,villars,men,36,Dimitri Vogt,SUI,qualifications,9.930,
2017,sui,villars,men,37,Hannes Puman,SWE,qualifications,10.350,
2017,sui,villars,men,38,Christoph Hanke,GER,qualifications,11.020,
2017,sui,villars,men,39,Aspar Jaelolo,INA,qualifications,,False start
2017,sui,villars,men,39,Sabri Sabri,INA,qualifications,,False start
2017,chn,wujiang,men,1,Aleksandr Shikov,RUS,qualifications,6.200,
2017,chn,wujiang,men,2,Aspar Jaelolo,INA,qualifications,6.020,
2017,chn,wujiang,men,3,Sufriyanto Rindi,INA,qualifications,6.480,
2017,chn,wujiang,men,4,Sabri Sabri,INA,qualifications,6.180,
2017,chn,wujiang,men,5,Dmitrii Timofeev,RUS,qualifications,6.370,
2017,chn,wujiang,men,6,QiXin Zhong,CHN,qualifications,6.420,
2017,chn,wujiang,men,7,Aleksandr Shilov,RUS,qualifications,6.270,
2017,chn,wujiang,men,8,Vladislav Deulin,RUS,qualifications,6.320,
2017,chn,wujiang,men,9,Ludovico Fossali,ITA,qualifications,6.160,
2017,chn,wujiang,men,10,Kostiantyn Pavlenko,UKR,qualifications,6.340,
2017,chn,wujiang,men,11,Marcin Dzienski,POL,qualifications,6.120,
2017,chn,wujiang,men,12,Stanislav Kokorin,RUS,qualifications,6.160,
2017,chn,wujiang,men,13,Leonardo Gontero,ITA,qualifications,6.270,
2017,chn,wujiang,men,14,ZhiYong Ou,CHN,qualifications,6.340,
2017,chn,wujiang,men,15,Pangeran Septo Wibowo Siburian,INA,qualifications,6.480,
2017,chn,wujiang,men,16,JinXin Li,CHN,qualifications,6.260,
2017,chn,wujiang,men,17,Hinayah Muhammad,INA,qualifications,6.500,
2017,chn,wujiang,men,18,Guillaume Moro,FRA,qualifications,6.520,
2017,chn,wujiang,men,19,Alessandro Santoni,ITA,qualifications,6.630,
2017,chn,wujiang,men,20,Yulianto Abudzar,INA,qualifications,6.660,
2017,chn,wujiang,men,21,FengQi WANG,CHN,qualifications,6.690,
2017,chn,wujiang,men,22,Rafal Halasa,POL,qualifications,6.720,
2017,chn,wujiang,men,23,Georgy Artamonov ,RUS,qualifications,7.030,
2017,chn,wujiang,men,24,Yongsu Lee,KOR,qualifications,7.040,
2017,chn,wujiang,men,25,Luke Muehring,USA,qualifications,7.190,
2017,chn,wujiang,men,26,Jan Hojer,GER,qualifications,7.480,
2017,chn,wujiang,men,27,Jungju Kim,KOR,qualifications,7.570,
2017,chn,wujiang,men,28,RongQi LIANG,CHN,qualifications,7.710,
2017,chn,wujiang,men,29,Gian Luca Zodda,ITA,qualifications,7.750,
2017,chn,wujiang,men,30,Tomoa Narasaki,JPN,qualifications,7.850,
2017,chn,wujiang,men,31,Arsenii Bogomolov,RUS,qualifications,7.960,
2017,chn,wujiang,men,32,Kokoro Fujii,JPN,qualifications,8.540,
2017,chn,wujiang,men,33,Josh Levin,USA,qualifications,8.850,
2017,chn,wujiang,men,34,Javier Cano Blazquez,ESP,qualifications,8.910,
2017,chn,wujiang,men,35,Yoshiyuki Ogata,JPN,qualifications,10.250,
2017,chn,wujiang,men,36,Hannes Puman,SWE,qualifications,11.090,
2017,chn,wujiang,men,37,Sergio Pastor Martínez,ESP,qualifications,12.030,
2017,chn,wujiang,men,38,Hongil Kim,KOR,qualifications,,False start
2017,chn,xiamen,men,1,Vladislav Deulin,RUS,qualifications,5.960,
2017,chn,xiamen,men,2,Aspar Jaelolo,INA,qualifications,5.980,
2017,chn,xiamen,men,3,Kostiantyn Pavlenko,UKR,qualifications,6.390,
2017,chn,xiamen,men,4,Ludovico Fossali,ITA,qualifications,5.950,
2017,chn,xiamen,men,5,Dmitrii Timofeev,RUS,qualifications,6.190,
2017,chn,xiamen,men,6,QiXin Zhong,CHN,qualifications,6.180,
2017,chn,xiamen,men,7,Guillaume Moro,FRA,qualifications,6.260,
2017,chn,xiamen,men,8,Hinayah Muhammad,INA,qualifications,6.070,
2017,chn,xiamen,men,9,Sabri Sabri,INA,qualifications,6.380,
2017,chn,xiamen,men,10,Arsenii Bogomolov,RUS,qualifications,6.300,
2017,chn,xiamen,men,11,Leonardo Gontero,ITA,qualifications,6.240,
2017,chn,xiamen,men,12,Reza Alipourshenazandifar,IRI,qualifications,5.580,
2017,chn,xiamen,men,13,Aleksandr Shilov,RUS,qualifications,6.050,
2017,chn,xiamen,men,14,Aleksandr Shikov,RUS,qualifications,6.070,
2017,chn,xiamen,men,15,Stanislav Kokorin,RUS,qualifications,6.130,
2017,chn,xiamen,men,16,Yulianto Abudzar,INA,qualifications,6.300,
2017,chn,xiamen,men,17,Georgy Artamonov ,RUS,qualifications,6.400,
2017,chn,xiamen,men,18,Sufriyanto Rindi,INA,qualifications,6.410,
2017,chn,xiamen,men,19,JinXin Li,CHN,qualifications,6.420,
2017,chn,xiamen,men,20,ZhiYong Ou,CHN,qualifications,6.430,
2017,chn,xiamen,men,21,Marcin Dzienski,POL,qualifications,6.520,
2017,chn,xiamen,men,22,Rafal Halasa,POL,qualifications,6.530,
2017,chn,xiamen,men,23,Alessandro Santoni,ITA,qualifications,6.570,
2017,chn,xiamen,men,24,Ehsan Asrar,IRI,qualifications,6.610,
2017,chn,xiamen,men,25,FengQi WANG,CHN,qualifications,6.720,
2017,chn,xiamen,men,26,Yongsu Lee,KOR,qualifications,7.010,
2017,chn,xiamen,men,27,Gian Luca Zodda,ITA,qualifications,7.210,
2017,chn,xiamen,men,28,Jan Hojer,GER,qualifications,7.280,
2017,chn,xiamen,men,29,Jungju Kim,KOR,qualifications,7.490,
2017,chn,xiamen,men,30,Javier Cano Blazquez,ESP,qualifications,8.950,
2017,chn,xiamen,men,31,Josh Levin,USA,qualifications,9.560,
2017,chn,xiamen,men,32,Sergio Pastor Martínez,ESP,qualifications,10.510,
2017,chn,xiamen,men,33,Morteza Mohammadi,IRI,qualifications,,False start
2017,chn,xiamen,men,33,Pangeran Septo Wibowo Siburian,INA,qualifications,,False start
2017,ita,arco,women,1,Anouck Jaubert,FRA,qualifications,7.900,
2017,ita,arco,women,2,Iuliia Kaplina,RUS,qualifications,7.840,
2017,ita,arco,women,3,Anna Tsyganova,RUS,qualifications,8.300,
2017,ita,arco,women,4,Anna Brozek,POL,qualifications,8.420,
2017,ita,arco,women,5,Aurelia Sarisson,FRA,qualifications,8.400,
2017,ita,arco,women,6,Andrea Rojas,ECU,qualifications,9.030,
2017,ita,arco,women,7,Edyta Ropek,POL,qualifications,8.690,
2017,ita,arco,women,8,Klaudia Buczek,POL,qualifications,8.840,
2017,ita,arco,women,9,Alla Marenych,UKR,qualifications,8.880,
2017,ita,arco,women,10,Farnaz Esmaeilzadeh,IRI,qualifications,9.240,
2017,ita,arco,women,11,Mariia Krasavina,RUS,qualifications,8.040,
2017,ita,arco,women,12,Silvia Porta ,ITA,qualifications,9.330,
2017,ita,arco,women,13,Patrycja Chudziak,POL,qualifications,8.570,
2017,ita,arco,women,14,Elena Timofeeva,RUS,qualifications,8.590,
2017,ita,arco,women,15,Elisabetta Dalla Brida,ITA,qualifications,8.600,
2017,ita,arco,women,16,Victoire Andrier,FRA,qualifications,8.780,
2017,ita,arco,women,17,Elma Fleuret,FRA,qualifications,9.660,
2017,ita,arco,women,18,Nina Lach,AUT,qualifications,9.750,
2017,ita,arco,women,19,Anastasiia Golikova,RUS,qualifications,9.770,
2017,ita,arco,women,20,Martina Zanetti,ITA,qualifications,9.800,
2017,ita,arco,women,21,Alexandra Elmer,AUT,qualifications,9.920,
2017,ita,arco,women,22,Giorgia Randi,ITA,qualifications,9.970,
2017,ita,arco,women,23,Claire Buhrfeind,USA,qualifications,10.010,
2017,ita,arco,women,24,Francesca Vasi,ITA,qualifications,10.180,
2017,ita,arco,women,25,Sara Morandini,ITA,qualifications,10.370,
2017,ita,arco,women,26,Natalia Wos,POL,qualifications,10.410,
2017,ita,arco,women,27,Kyra Condie,USA,qualifications,10.720,
2017,ita,arco,women,28,Monika Prokopiuk-Kawecka,POL,qualifications,10.760,
2017,ita,arco,women,29,Anastasiya Zaichenko,UKR,qualifications,10.780,
2017,ita,arco,women,30,Alessandra Zanetti,ITA,qualifications,10.860,
2017,ita,arco,women,31,Brooke Raboutou,USA,qualifications,10.950,
2017,ita,arco,women,32,Kobra Lakzaiifar,IRI,qualifications,11.020,
2017,ita,arco,women,33,Giulia Medici,ITA,qualifications,11.540,
2017,ita,arco,women,34,Natalia Grossman,USA,qualifications,12.060,
2017,ita,arco,women,35,Grace DiGiorgio,USA,qualifications,12.190,
2017,ita,arco,women,36,Ashima Shiraishi,USA,qualifications,12.260,
2017,ita,arco,women,37,Emily Gonzalez,ECU,qualifications,13.040,
2017,ita,arco,women,38,Giorgia Tesio,ITA,qualifications,13.320,
2017,ita,arco,women,39,Rut Casas Mur,ESP,qualifications,13.930,
2017,ita,arco,women,40,Alisson Vizuete,ECU,qualifications,14.290,
2017,ita,arco,women,41,Valentina Aguado,ARG,qualifications,14.880,
2017,ita,arco,women,42,Victoria GIMENEZ,ARG,qualifications,19.220,
2017,ita,arco,women,43,Alejandra Contreras,CHI,qualifications,,False start
2017,ita,arco,women,43,Marisa Romero,USA,qualifications,,False start
2017,ita,arco,women,43,Muriel Ruíz de Larramendi Arangoa,ESP,qualifications,,fall
2017,chn,chongqing,women,1,Iuliia Kaplina,RUS,qualifications,,
2017,chn,chongqing,women,2,Mariia Krasavina,RUS,qualifications,,
2017,chn,chongqing,women,3,Alla Marenych,UKR,qualifications,,
2017,chn,chongqing,women,4,Anna Tsyganova,RUS,qualifications,,
2017,chn,chongqing,women,5,Anouck Jaubert,FRA,qualifications,,
2017,chn,chongqing,women,6,Anna Brozek,POL,qualifications,,
2017,chn,chongqing,women,7,Elena Timofeeva,RUS,qualifications,,
2017,chn,chongqing,women,8,Aurelia Sarisson,FRA,qualifications,,
2017,chn,chongqing,women,9,YiLing SONG,CHN,qualifications,,
2017,chn,chongqing,women,10,Edyta Ropek,POL,qualifications,,
2017,chn,chongqing,women,11,MingWei NI,CHN,qualifications,,
2017,chn,chongqing,women,12,Di Niu,CHN,qualifications,,
2017,chn,chongqing,women,13,Assel Marlenova,KAZ,qualifications,,
2017,chn,chongqing,women,14,Iuliia Panteleeva,RUS,qualifications,,
2017,chn,chongqing,women,15,Klaudia Buczek,POL,qualifications,,
2017,chn,chongqing,women,16,CuiLian He,CHN,qualifications,,
2017,chn,chongqing,women,17,WangMu RenZeng,CHN,qualifications,,
2017,chn,chongqing,women,18,Tamara Kuznetsova,KAZ,qualifications,,
2017,chn,chongqing,women,19,Andrea Kümin,SUI,qualifications,,
2017,chn,chongqing,women,20,Alannah Yip,CAN,qualifications,,
2017,gbr,edinburgh,women,1,Anouck Jaubert,FRA,qualifications,,
2017,gbr,edinburgh,women,2,Mariia Krasavina,RUS,qualifications,,
2017,gbr,edinburgh,women,3,Iuliia Kaplina,RUS,qualifications,,
2017,gbr,edinburgh,women,4,Anna Brozek,POL,qualifications,,
2017,gbr,edinburgh,women,5,Victoire Andrier,FRA,qualifications,,
2017,gbr,edinburgh,women,6,Elisabetta Dalla Brida,ITA,qualifications,,
2017,gbr,edinburgh,women,7,Alla Marenych,UKR,qualifications,,
2017,gbr,edinburgh,women,8,Aurelia Sarisson,FRA,qualifications,,
2017,gbr,edinburgh,women,9,Klaudia Buczek,POL,qualifications,,
2017,gbr,edinburgh,women,10,Edyta Ropek,POL,qualifications,,
2017,gbr,edinburgh,women,11,Elma Fleuret,FRA,qualifications,,
2017,gbr,edinburgh,women,12,Nina Lach,AUT,qualifications,,
2017,gbr,edinburgh,women,13,Silvia Porta ,ITA,qualifications,,
2017,gbr,edinburgh,women,14,Monika Prokopiuk-Kawecka,POL,qualifications,,
2017,gbr,edinburgh,women,15,Alexandra Elmer,AUT,qualifications,,
2017,gbr,edinburgh,women,16,Francesca Vasi,ITA,qualifications,,
2017,gbr,edinburgh,women,17,Giorgia Randi,ITA,qualifications,,
2017,gbr,edinburgh,women,18,Christy Spurrell,CAN,qualifications,,
2017,gbr,edinburgh,women,19,Ashima Shiraishi,USA,qualifications,,
2017,gbr,edinburgh,women,20,Philippa Watkin,GBR,qualifications,,
2017,gbr,edinburgh,women,21,Jennifer de la Torre,USA,qualifications,,
2017,gbr,edinburgh,women,22,Jennifer Wood,GBR,qualifications,,
2017,gbr,edinburgh,women,23,Kitty Morrison,GBR,qualifications,,
2017,gbr,edinburgh,women,24,Joanna Neame,GBR,qualifications,,
2017,chn,nanjing,women,1,Iuliia Kaplina,RUS,qualifications,,
2017,chn,nanjing,women,2,Mariia Krasavina,RUS,qualifications,,
2017,chn,nanjing,women,3,Anouck Jaubert,FRA,qualifications,,
2017,chn,nanjing,women,4,Anna Tsyganova,RUS,qualifications,,
2017,chn,nanjing,women,5,Alla Marenych,UKR,qualifications,,
2017,chn,nanjing,women,6,Edyta Ropek,POL,qualifications,,
2017,chn,nanjing,women,7,Aurelia Sarisson,FRA,qualifications,,
2017,chn,nanjing,women,8,Elena Timofeeva,RUS,qualifications,,
2017,chn,nanjing,women,9,Anna Brozek,POL,qualifications,,
2017,chn,nanjing,women,10,Klaudia Buczek,POL,qualifications,,
2017,chn,nanjing,women,11,Di Niu,CHN,qualifications,,
2017,chn,nanjing,women,12,MingWei NI,CHN,qualifications,,
2017,chn,nanjing,women,13,YiLing SONG,CHN,qualifications,,
2017,chn,nanjing,women,14,CuiLian He,CHN,qualifications,,
2017,chn,nanjing,women,15,Assel Marlenova,KAZ,qualifications,,
2017,chn,nanjing,women,16,WangMu RenZeng,CHN,qualifications,,
2017,chn,nanjing,women,17,Seohyun Kim,KOR,qualifications,,
2017,chn,nanjing,women,18,Tamara Kuznetsova,KAZ,qualifications,,
2017,chn,nanjing,women,19,Iuliia Panteleeva,RUS,qualifications,,
2017,chn,nanjing,women,20,Andrea Kümin,SUI,qualifications,,
2017,chn,nanjing,women,21,Alannah Yip,CAN,qualifications,,
2017,chn,nanjing,women,22,Saedasom Jung,KOR,qualifications,,
2017,sui,villars,women,1,Anouck Jaubert,FRA,qualifications,,
2017,sui,villars,women,2,Iuliia Kaplina,RUS,qualifications,,
2017,sui,villars,women,3,Mariia Krasavina,RUS,qualifications,,
2017,sui,villars,women,4,Elizaveta Ivanova,RUS,qualifications,,
2017,sui,villars,women,5,Anna Tsyganova,RUS,qualifications,,
2017,sui,villars,women,6,Victoire Andrier,FRA,qualifications,,
2017,sui,villars,women,7,Anna Brozek,POL,qualifications,,
2017,sui,villars,women,8,Elena Remizova,RUS,qualifications,,
2017,sui,villars,women,9,Edyta Ropek,POL,qualifications,,
2017,sui,villars,women,10,Patrycja Chudziak,POL,qualifications,,
2017,sui,villars,women,11,Puji Lestari,INA,qualifications,,
2017,sui,villars,women,12,Alla Marenych,UKR,qualifications,,
2017,sui,villars,women,13,Aurelia Sarisson,FRA,qualifications,,
2017,sui,villars,women,14,Svetlana Sharova,RUS,qualifications,,
2017,sui,villars,women,15,Svetlana Motovilova,RUS,qualifications,,
2017,sui,villars,women,16,Daria Kan,RUS,qualifications,,
2017,sui,villars,women,17,Klaudia Buczek,POL,qualifications,,
2017,sui,villars,women,18,Elisabetta Dalla Brida,ITA,qualifications,,
2017,sui,villars,women,18,Farina Handayani,INA,qualifications,,
2017,sui,villars,women,20,Syafiiyah Dhorifatus,INA,qualifications,,
2017,sui,villars,women,21,Elma Fleuret,FRA,qualifications,,
2017,sui,villars,women,21,Nina Lach,AUT,qualifications,,
2017,sui,villars,women,23,Alexandra Elmer,AUT,qualifications,,
2017,sui,villars,women,24,Andrea Rojas,ECU,qualifications,,
2017,sui,villars,women,25,Elena Timofeeva,RUS,qualifications,,
2017,sui,villars,women,26,Francesca Vasi,ITA,qualifications,,
2017,sui,villars,women,27,Tetiana Kolkotina,UKR,qualifications,,
2017,sui,villars,women,28,Silvia Porta ,ITA,qualifications,,
2017,sui,villars,women,29,Giorgia Randi,ITA,qualifications,,
2017,sui,villars,women,30,Alina Ring,SUI,qualifications,,
2017,sui,villars,women,31,Luiza Emeleva,RUS,qualifications,,
2017,sui,villars,women,32,Alannah Yip,CAN,qualifications,,
2017,sui,villars,women,33,Jara Späte,SUI,qualifications,,
2017,sui,villars,women,34,Laurel Melton,USA,qualifications,,
2017,sui,villars,women,35,Jennifer de la Torre,USA,qualifications,,
2017,chn,xiamen,women,1,Anouck Jaubert,FRA,qualifications,7.800,
2017,chn,xiamen,women,2,Aries Susanti Rahayu,INA,qualifications,7.680,
2017,chn,xiamen,women,3,Anna Tsyganova,RUS,qualifications,8.070,
2017,chn,xiamen,women,4,Puji Lestari,INA,qualifications,8.330,
2017,chn,xiamen,women,5,Aurelia Sarisson,FRA,qualifications,8.530,
2017,chn,xiamen,women,6,Alla Marenych,UKR,qualifications,8.850,
2017,chn,xiamen,women,7,Mariia Krasavina,RUS,qualifications,8.120,
2017,chn,xiamen,women,8,Elena Timofeeva,RUS,qualifications,8.740,
2017,chn,xiamen,women,9,Santi Wellyanti,INA,qualifications,8.880,
2017,chn,xiamen,women,10,CuiLian He,CHN,qualifications,8.720,
2017,chn,xiamen,women,11,Anna Brozek,POL,qualifications,8.830,
2017,chn,xiamen,women,12,Victoire Andrier,FRA,qualifications,8.880,
2017,chn,xiamen,women,13,Fitriyani Fitriyani,INA,qualifications,9.010,
2017,chn,xiamen,women,14,YiLing SONG,CHN,qualifications,8.990,
2017,chn,xiamen,women,15,Elizaveta Ivanova,RUS,qualifications,8.390,
2017,chn,xiamen,women,16,Elisabetta Dalla Brida,ITA,qualifications,8.970,
2017,chn,xiamen,women,17,Edyta Ropek,POL,qualifications,9.090,
2017,chn,xiamen,women,18,Syafiiyah Dhorifatus,INA,qualifications,9.210,
2017,chn,xiamen,women,19,Klaudia Buczek,POL,qualifications,9.270,
2017,chn,xiamen,women,20,Rajiah Sallsabillah,INA,qualifications,9.630,
2017,chn,xiamen,women,21,MingWei NI,CHN,qualifications,10.180,
2017,chn,xiamen,women,22,PeiYang TIAN,CHN,qualifications,10.560,
2017,chn,xiamen,women,23,Iuliia Kaplina,RUS,qualifications,10.830,
2017,chn,xiamen,women,24,Dinara Fakhritdinova,RUS,qualifications,,False start
2018,ita,arco,men,1,Danyil Boldyrev,UKR,qualifications,,
2018,ita,arco,men,2,Aleksandr Shilov,RUS,qualifications,,
2018,ita,arco,men,3,Reza Alipourshenazandifar,IRI,qualifications,,
2018,ita,arco,men,4,Dmitrii Timofeev,RUS,qualifications,,
2018,ita,arco,men,5,Vladislav Deulin,RUS,qualifications,,
2018,ita,arco,men,6,Marcin Dzienski,POL,qualifications,,
2018,ita,arco,men,7,Jan Kriz,CZE,qualifications,,
2018,ita,arco,men,8,Bassa Mawem,FRA,qualifications,,
2018,ita,arco,men,9,Aleksandr Shikov,RUS,qualifications,,
2018,ita,arco,men,10,Stanislav Kokorin,RUS,qualifications,,
2018,ita,arco,men,11,Kostiantyn Pavlenko,UKR,qualifications,,
2018,ita,arco,men,12,Leonardo Gontero,ITA,qualifications,,
2018,ita,arco,men,13,John Brosler,USA,qualifications,,
2018,ita,arco,men,14,Lev Rudatskiy,RUS,qualifications,,
2018,ita,arco,men,15,Ludovico Fossali,ITA,qualifications,,
2018,ita,arco,men,16,Alessandro Santoni,ITA,qualifications,,
2018,ita,arco,men,17,Pierre Rebreyend,FRA,qualifications,,
2018,ita,arco,men,18,Artem Khabibullin,RUS,qualifications,,
2018,ita,arco,men,19,Carlos Granja,ECU,qualifications,,
2018,ita,arco,men,20,Guillaume Moro,FRA,qualifications,,
2018,ita,arco,men,21,Gian Luca Zodda,ITA,qualifications,,
2018,ita,arco,men,22,Matthias Erber,AUT,qualifications,,
2018,ita,arco,men,23,Michael Finn-Henry,USA,qualifications,,
2018,ita,arco,men,24,Max Hammer,USA,qualifications,,
2018,ita,arco,men,25,Cristian Dorigatti,ITA,qualifications,,
2018,ita,arco,men,26,Joe Goodacre,USA,qualifications,,
2018,ita,arco,men,27,Yaroslav Tkach,UKR,qualifications,,
2018,ita,arco,men,28,Alessandro Cingari,ITA,qualifications,,
2018,ita,arco,men,29,Tobias Plangger,AUT,qualifications,,
2018,ita,arco,men,30,Stanislao Zama,ITA,qualifications,,
2018,ita,arco,men,31,Petr Burian,CZE,qualifications,,
2018,ita,arco,men,32,Lukas Knapp,AUT,qualifications,,
2018,ita,arco,men,33,Jacopo Stefani,ITA,qualifications,,
2018,ita,arco,men,34,Gabriele Randi,ITA,qualifications,,
2018,ita,arco,men,35,Milosz Bujak,POL,qualifications,,
2018,ita,arco,men,36,Mickael Mawem,FRA,qualifications,,
2018,ita,arco,men,36,Nickolaie RIVADENEIRA ,ECU,qualifications,,
2018,ita,arco,men,38,Leonardo Sandrin,ITA,qualifications,,
2018,ita,arco,men,39,Jan Hojer,GER,qualifications,,
2018,ita,arco,men,40,Luke Rodley,USA,qualifications,,
2018,ita,arco,men,41,Galo  Hernandez,ECU,qualifications,,
2018,ita,arco,men,42,Michael Piccolruaz,ITA,qualifications,,
2018,ita,arco,men,43,Pietro Biagini,ITA,qualifications,,
2018,ita,arco,men,44,Noah Bratschi,USA,qualifications,,
2018,ita,arco,men,45,Maciej Dobrzanski,POL,qualifications,,
2018,ita,arco,men,46,Ihor Robota,UKR,qualifications,,
2018,ita,arco,men,47,Artem Hlushko,UKR,qualifications,,
2018,ita,arco,men,48,Filip Schenk,ITA,qualifications,,
2018,ita,arco,men,49,Dimitri Vogt,SUI,qualifications,,
2018,ita,arco,men,50,Sean McColl,CAN,qualifications,,
2018,ita,arco,men,51,David Firnenburg,GER,qualifications,,
2018,ita,arco,men,52,Juan Martin Peña,ECU,qualifications,,
2018,ita,arco,men,53,Shuta Tanaka,JPN,qualifications,,
2018,ita,arco,men,54,Sergio Verdasco Urizal,ESP,qualifications,,
2018,ita,arco,men,55,Marcello Bombardi,ITA,qualifications,,
2018,ita,arco,men,56,Nicolas Collin,BEL,qualifications,,
2018,ita,arco,men,57,Matej Burian,CZE,qualifications,,
2018,ita,arco,men,58,Ismail Ozturk,TUR,qualifications,,
2018,ita,arco,men,59,Felipe  Ho Foganholo,BRA,qualifications,,
2018,ita,arco,men,60,Simon Lorenzi,BEL,qualifications,,
2018,ita,arco,men,61,Alexander Megos,GER,qualifications,,
2018,ita,arco,men,62,Cesar Grosso,BRA,qualifications,,
2018,ita,arco,men,63,Emilio Rios,CHI,qualifications,,
2018,ita,arco,men,64,Benjamin Vargas,CHI,qualifications,,
2018,ita,arco,men,65,Olaf Malinowski,POL,qualifications,,
2018,ita,arco,men,66,Bittor Esparta Frade,ESP,qualifications,,
2018,ita,arco,men,67,Vladislav Shevchenko,RUS,qualifications,,
2018,ita,arco,men,68,Benjamin Ayala,CHI,qualifications,,
2018,ita,arco,men,69,Pedro Ferreira Nicoloso,BRA,qualifications,,
2018,ita,arco,men,70,Jean Ouriques,BRA,qualifications,,
2018,ita,arco,men,71,Àlex Hernández Castilla,ESP,qualifications,,
2018,ita,arco,men,72,Santiago CHRISTENSEN,ARG,qualifications,,
